movieskey,moviename,deathcount,deathcomment
1897,Trauma (2004),1,1
1862,The House October Built,0,0
1863,Revolt of the Zombies,3,3
1864,L.A. Confidential,31,31
1865,Lonely Hearts,11,"8 people, 2 fetuses and a little girl"
1866,The Last Man,0,0
1867,The Babadook,61,1 dog and 60 worms
1868,Greenberg,2,1 unidentified drowned animal and 1 fetus
1869,Sunset Strip,0,0
1870,Sympathy for Delicious,1,1
1871,The Angriest Man in Brooklyn,2,1 and a cat
1872,Oldboy (2013),39,"28 people, 1 mouse, 10 baby mice, 7 motherfuckers and 1 motherfucking"
1873,Paranormal Entity,2,2
1874,Dysfunctional Friends,0,0
1875,Wild Things,3,3
1876,This is the End,37,36 and a demon
1877,Lara Croft: Tomb Raider,11,11
1878,The Bling Ring,0,0
1879,RoboCop (2014),113,"55 people, 54 EM-208's, 4 ED-209's and 1 motherfucker"
1880,Fast Times at Ridgemont High,1,1 fetus
1881,Animal House,1,1 horse and a guitar
1882,Wolfcop,23,20 people and 3 shapeshifters
1883,The Cable Guy,0,0
1884,Dead in Tombstone,43,43
1885,Mean Girls,0,0
1886,Lara Croft Tomb Raider: The Cradle of Life,48,44 and 4 shadow guardians
1887,Dark Skies,550,3 flocks of birds
1888,Trauma (1993),13,"10 people, 1 butterfly, 1 lizard and a decapitated newborn"
1889,Earth to Echo,0,0
1890,They Came Together,1,1
1891,Frankie & Alice,1,1
1892,The Diving Bell and the Butterfly,0,0
1893,The Samaritan,7,7 and 0 motherfuckers
1894,The Winning Season,0,0
1895,Home Sweet Home (2013),2,2
1896,Leprechaun 2,5,5
1898,Peacock,1,1
1899,Austin Powers: International Man of Mystery,25,18 and 7 fembots
1900,Leprechaun 3,5,5
1901,Night at the Museum,1,1 caveman statue
1902,"Dictator, The Dictator",2,2
1903,Anatomy of a Love Seen,0,0
1904,Garden State,1,1 hamster
1905,"Les Misí©rables, Les Miserables",35,35
1906,Sin City: A Dame to Kill For,66,66
1907,Rabbit Hole,0,0
1908,The Collection (2012),129,"126, 2 dogs and 1 large cockroach"
1909,The Aviator,3,3
1910,Tommy,3,3
1911,Boyhood,0,0
1912,The Judge,2,2
1913,Frequently Asked Questions About Time Travel,0,0
1914,Jurassic World,35,"19 people, a pig, a goat, a bug, 1 Ankylosaurus, 6 Apatosaurus, 1 Dimorphodon, 1 Pteranondon, 3 Velociraptors and 1 Indominus Rex "
1915,21 Grams,4,4
1917,"Night Watch (aka Nochnoi dozor, a.k.a Nochnoy dozor)",48,"46, a bug and a bird"
1918,Rid of Me,0,0
1919,Austin Powers: The Spy Who Shagged Me,6,5 and a fembot
1916,Leprechaun 4: In Space,12,"6, an alien creature, a spider, a scorpion, a fly, a cyborg, and 1 Mittenspider"
1920,Austin Powers in Goldmember,4,3 and a fembot
1921,Police Academy,0,0
1922,"Maze Runner, The Maze Runner",17,14 and 3 Grievers
1924,RoboCop 2,58,58
1925,A Beautiful Mind,0,0
1926,Trollhunter,8,"3 people, 4 trolls and 1 sheep"
1927,Wyrmwood: Road of the Dead,70,8 people and 62 infected
1928,Adore,0,0
1929,Evil Dead (2013),6,5 and a dog
1930,RoboCop 3,53,50 and 3 RoboNinjas
1931,"Mission: Impossible II, Mission Impossible, M:i-2",280,280
1932,Deep Rising,4207,"4,206 and one real unfriendly sea monster"
1933,"Unborn, The Unborn",7,7
1934,The Exorcist,4,4
1935,Traffic,7,7
1936,Leprechaun: In the Hood,11,11
1937,"Twelve Monkeys, 12 Monkeys",8,7 and a spider
1938,Star Trek: The Motion Picture,2412,"2,412"
1940,Compulsion,1,1 bird
1939,Let's Be Cops,3,3
1941,Whiplash,1,1
1942,Flowers in the Attic (1987),5,4 and a mouse
1943,Dream House,2,2
1944,Coldwater,8,8
1945,The Town That Dreaded Sundown (2014),15,15
1946,Bring Me the Head of the Machine Gun Woman,20,20
1948,The Others,0,0
1949,White Bird in a Blizzrd,1,1
1950,Mean Creek,2,1 and a snail
1951,Stage Fright,7,7
1952,Zombie Hunter,58,"4 people, 50 zombies, 1 cat and 3 out of place aliens"
1953,Rosewood Lane,4,4
1954,Run Lola Run,0,0
1955,The Cider House Rules,9,4 people and 5 fetuses
1956,Phone Booth,4,4
1957,Our Man Flint,14,"13 people, 1 fly and 1 bitch banged"
1958,The Wolf of Wall Street,7,"5 people, a fish and a seagull"
1959,Run All Night,22,22
1960,Legally Blonde,0,0
1961,The Equalizer,22,22
1962,The Fly (1986),2,1 baboon and 1 Brundlefly
1963,The Faculty,5,"3 people, 1 rat and 1 parasite spitting alien queen"
1964,The Best of Times,0,0
1965,Star Trek II: The Wrath of Khan,27,25 and 2 earwigs
1966,Star Trek III: The Search for Spock,97,95 plus 1 space-snake alien life form and 1 Klingon spacedog
1967,Star Trek IV: The Voyage Home,0,0
1968,Star Trek V: The Final Frontier,4,3 and 1 god dude
1969,Tammy,0,0
1970,John Wick,79,78 and a puppy
1971,Wreck-It Ralph,10011,"2 and 10,009 Cy-Bugs"
1972,"Mission: Impossible III, Mission Impossible ",29,29
1974,Jupiter Ascending,34,"7 people, 18 aliens, 7 gargoyles and 2 gun-armed guards"
1973,Stand By Me,0,0
1975,Godzilla: Final Wars,104,"71 people, 20 Xilians, Manda, Gigan, Upgraded Gigan, 1 tuna eating monster, 1 giant jumping spider, 1 giant praying mantis, 1 pterodactyl monster, 1 armadillo monster, 1 dog monster, 2 random monster and a 3-headed monster"
1976,This Is Where I Leave You,0,0
1977,Pieces of Talent,5,5
1978,Killer Mermaid,9,8 and a killer mermaid
1979,The Chair,3,3
1980,Walk of Shame,0,0
1981,You Don't Know Jack,130,130
1982,A Far Off Place,18,"11 people, 5 elephants, 1 leopard and 1 oryx"
1983,Getting That Girl,0,0
1984,The Loft,2,2
1985,Jacknife,2,2
1986,Hardware,586,585 and 1 Mark 13 cyborg
1987,Pitch Perfect,0,0
1988,The Stranger,14,"12, a cat and a mouse"
1989,American Heist,10,10
1990,The Hills Have Eyes (1977),10,"7, a spider, a dog and a bird"
1991,The Hills Have Eyes Part 2 (1985),7,7
1992,Meet the Parents,0,0
1993,The Fall of the House of Usher,3,3
1994,Wolf (1994),5,4 and a deer
1995,Falling Down (1993),2,2
1996,Kill the Messenger,0,0
1997,Stretch,1,1
1998,Into the Wild,11,"1 person, 1 moose, 1 fish and 8 more random animals"
1999,Creature (2011),12,"9 people, 1 white alligator, 1 snake and Lockjaw"
2000,Wanted,662,"158 people, 501 rats and 3 flies"
2001,Meet the Fockers,0,0
2002,Police Academy 2: Their First Assignment,1,1 fish
2003,Police Academy 3: Back in Training,3,2 flies and 1 mosquito
2004,Wild,2,1 mom and 1 horse
2005,Once Bitten,0,0
2006,Taken 3,18,18
2007,An American Werewolf in Paris,34,"26 people, 7 werewolves and 1 dog"
2008,A Good Marriage,1,1
2009,Cake,0,0
2010,Life of Crime,1,1
2011,Flypaper,8,8
2012,The Sacrament,167,167
2013,The Other Woman,0,0
2020,Havoc,0,0
2014,Blended,1,1 baby boar
2015,If I Stay,3,3
2016,Dear White People,0,0
2017,The Purge: Anarchy,52,52
2018,Almost Mercy,21,20 and a bird
2021,Ichi the Killer,22,22
2022,Kristy,10,9 and a dog
2023,Prisoners,4,4
2024,Observe and Report,0,0
2025,Creep (2014),1,1
2026,White Rabbit,3,1 person and 2 rabbits
2027,Horns,4,4
2028,Focus,0,0
2029,The Snowtown Murders,7,"3 people, 1 dog and 3 deer"
2030,Heavenly Creatures,1,1
2031,Brotherhood (2010),1,1
2032,White Chicks,0,0
2033,What We Do in the Shadows,9,"6 people, 2 vampires and a chicken"
2034,Men in Black,19,"5 humans, 5 aliens, 5 roaches, 1 dragonfly and 3 flies"
2035,Men in Black II,11,1 human and 10 aliens
2036,The Perfect Host,0,0
2037,The Hills Have Eyes 2 (2007),17,16 and a rat
2038,Dances with Wolves,103,"52 people, 2 dogs, 41 buffalo, 7 horses and a wolf"
2039,Duress,5,4 and a bird
2040,Bad Words,0,0
2041,"Run, Hide, Die",6,6
2042,Circle,50,49 and a fetus
2043,Wicked Blood,9,9
2044,In Your Eyes,0,0
2045,Beneath the Planet of the Apes (1970),17,"10 humans, 1 horse and 6 apes"
2046,Escape from the Planet of the Apes,6,"2 humans, 3 apes and 1 chimpanzee"
2047,Leatherface: The Texas Chainsaw Massacre III,7,6 and 1 armadillo
2048,The Art of the Steal,0,0
2049,Wild at Heart,9,8 and a fetus
2050,Rampart,1,1
2051,Quarantine 2: Terminal,20,19 and a fetus
2052,"Men, Women &#38; Children",0,0
2053,Superman Returns,2000000005,"5 people, 1 dog and Krypton"
2054,Proxy,5,"3 people, a little boy and a fetus"
2055,Safelight,2,2
2056,Sex Ed,0,0
2057,Nymphomaniac: Volume II,1,1
2058,Yelling to the Sky,1,1
2059,Last Hours in Suburbia,1,1
2060,Touchy Feely,0,0
2061,And Baby Will Fall,1,1 dog
2062,The Sisterhood of Night,1,1
2063,Stalled,4,3 people and 1 zombie
2064,Miracle on 34th Street (1947),0,0
2065,Icetastrophe,24,24 and a plastic snowman
2066,All American Christmas Carol,0,0
2067,Reindeer Games,10,10
2068,How the Grinch Stole Christmas,0,0
2069,A Christmas Story,0,0
2070,The Wolverine,39048,"39,046 plus a bear and a mutant"
2071,Alien Abduction,174,174 crows
2072,Madhouse (1974),8,8
2073,Jetsons: The Movie,0,0
2074,Enemy of the State,13,13
2075,Southpaw,2,2
2076,2 Guns,30,"25, 3 chickens and 2 deer"
2077,"Crazy, Stupid, Love",0,0
2078,The Toxic Avenger Part II,50,"48, 1 horse and 1 fish-head guy"
2079,The Toxic Avenger Part III: The Last Temptation of Toxie,7,7
2080,Citizen Toxie: The Toxic Avenger IV,2699,2698 and an unborn baby
2019,Family Weekend ,0,0
2082,The Ridiculous 6,3,2 and a horse
2083,Inherent Vice,4,4
2084,A Perfect Murder,3,3
1947,The Newton Boys,0,0
2085,Theatre of Blood a.k.a. Theater of Blood,13,11 and 2 dogs
2087,Planet of the Apes (1968),21,20 and 1 ape
2088,The Mangler,7,7
1923,Quid Pro Quo,0,0
2081,Serena,18,"13 people, 1 fetus, 1 snake, 1 panther, 1 deer and 1 unidentified animal"
2086,Cracks,1,1
2089,Get Hard,0,0
2090,The Lego Movie,451,"444, 1 cow, 5 horses and 1 unicorn/pegasus"
2091,The Hateful Eight,14,14 people and 2 motherfuckers
2092,Slumdog Millionaire,4,4
2093,The Turin Horse,0,0
2094,Conquest of the Planet of the Apes,43,15 humans and 28 apes
2095,Battle for the Planet of the Apes,35,12 humans and 23 apes
2096,The Da Vinci Code,18047,"18,047"
2097,Movie 43,0,0
2098,Insurgent,6,6
2099,Repo Men,29,29
2100,The Mangler 2,8,8
2101,National Lampoon's Dirty Movie,0,0
2102,Return to Sender,1,1 dog
2103,Don't Say a Word,6,6
2104,Open Water 2: Adrift,5,5 and an inflatable dolphin
2105,Wild Cherry,0,0
2106,The Mangler Reborn,6,6
2107,eXistenZ,2,2
2108,The Beyond,16,16
2109,Something Borrowed,0,0
2110,The Sixth Sense,4,4
2111,Shrek,87,"1 plus 1 bug, 4 fish, 1 slug, 1 bird, 3 weedrats, 1 spider and a spiderweb full of bugs"
2112,Shrek 2,3,"1 mermaid, 1 dove and 1 fairy godmother"
2113,The Muppets Take Manhattan,0,0
2114,Star Trek VI: The Undiscovered Country,500015,"500,011 Klingons, 3 humans and 1 Chameloid"
2115,Star Trek: Generations,394,384 plus 2 Romulans and 8 Klingons
2116,28 Hotel Rooms,0,0
2117,Lilo & Stitch,1,1 alien cop
2118,Chicken Run,1,1 chicken
2119,While the Children Sleep a.k.a. The Sitter,4,4
2120,People Like Us,0,0
2121,Preservation,7,"5, a dog and a deer"
2122,Don't Blink,1,1
2123,Ned Rifle,2,2
2124,Wishful Thinking,0,0
2125,Deadfall,8,7 and a deer
2126,American Mary,6,6
2127,Shakespeare in Love,1,1
2128,The Poker House,0,0
2129,We Are Marshall,75,75
2130,The Crow,27,27
2131,Devil's Knot,3,3
2132,Son of the Mask,0,0
2133,The Lazarus Effect,3,2 and a dog
2134,The Hollow,21,20 and a dog
2135,Grosse Pointe Blank,14,14
2136,Pootie Tang,0,0
2137,Annabelle,5,5
2138,The Invasion,305,303 and 2 dogs
2139,Ex Machina,2,2
2140,Dr. T & the Women,0,0
2141,The Twelve Chairs,1,1
2142,We Are What We Are,9,"7, 1 dog and 1 baby deer"
2143,Cursed,5,4 and a werewolf
2144,One Hour Photo,0,0
2145,The Raven,9,8 and a raven
2146,Tomorrowland,22,"5 people, 16 AA units and 1 bird"
2147,The Watcher,12,12
2148,The Beaver,0,0
2149,Curve,5,4 and a rat
2150,In Fear,1,1
2151,Good People,8,8
2152,Welcome to Me,0,0
2153,Hellions,9,"3 people, 5 slug children and 1 unborn slug child"
2154,Not Safe for Work,11,11
2155,Torment,7,6 and a dog
2156,A Good Old Fashioned Orgy,0,0
2157,Zombeavers,9,"2 people, 1 deer, 2 dogs, 3 Zombeavers and 1 infected Zombeaver chick"
2158,The Taking of Deborah Loagn,1,1
