,Release Date,Movie,Genre,ProductionBudget,BoxOffice
250,2005-11-18,harry potter and the goblet of fire,adventure,150000000,290013036
252,2009-07-15,harry potter and the half-blood prince,adventure,250000000,301959197
253,2007-07-11,harry potter and the order of the phoenix,adventure,150000000,292004738
254,2004-06-04,harry potter and the prisoner of azkaban,adventure,130000000,249538952
255,2001-11-16,harry potter and the sorcerer’s stone,adventure,125000000,317575550
257,2006-11-10,harsh times,drama,2000000,3337931
259,2002-02-15,harts war,drama,70000000,19076815
263,2002-05-17,harvard man,drama,5500000,56653
278,2007-09-07,hatchet,horror,1500000,175281
312,2005-06-10,hauru no ugoku shiro,adventure,24000000,4710455
316,1998-06-19,hav plenty,comedy,650000,2301777
335,2012-01-20,haywire,thriller/suspense,23000000,18942396
337,1998-05-01,he got game,drama,25000000,21554585
352,2003-03-28,head of state,comedy,35200000,37788228
355,2001-02-02,head over heels,romantic comedy,14000000,10397365
380,1981-12-18,heartbeeps,comedy,10000000,6000000
386,2001-03-23,heartbreakers,comedy,38000000,40334024
392,2001-09-28,hearts in atlantis,drama,31000000,24185781
412,2014-04-16,heaven is for real,drama,12000000,91386097
416,1994-11-16,heavenly creatures,drama,5000000,2932067
424,1981-08-07,heavy metal,adventure,9300000,19571091
433,2001-07-20,hedwig and the angry inch,musical,6000000,3067312
443,2001-11-09,heist,action,35000000,23483357
444,2015-11-13,heist,thriller/suspense,8900000,50136
446,2000-05-12,held up,comedy,8000000,4714090
467,2004-04-02,hellboy,action,60000000,59103901
468,2008-07-11,hellboy ii: the golden army,action,82500000,75791785
482,1987-09-18,hellraiser,horror,1000000,13323420
515,1989-11-08,henry v,action,9000000,10161099
519,2013-12-18,her,drama,23000000,25568251
529,2005-06-22,herbie: fully loaded,comedy,50000000,66010682
536,2014-07-25,hercules,action,100000000,72688614
535,1997-06-13,hercules,adventure,70000000,99046791
540,2012-10-12,here comes the boom,comedy,42000000,45290318
541,2000-03-24,here on earth,drama,15000000,10494147
542,2010-10-15,hereafter,thriller/suspense,50000000,32746941
551,1992-10-02,hero,comedy,42000000,18207017
562,2008-10-24,heroes,adventure,400000,655538
568,2009-02-06,hes just not that into you,romantic comedy,40000000,93953653
570,2011-05-13,hesher,drama,7000000,382946
580,2002-06-28,hey arnold! the movie,adventure,10000000,13684949
597,2004-03-05,hidalgo,western,78000000,67286731
607,2005-01-28,hide and seek,thriller/suspense,25000000,51100486
620,2002-04-05,high crimes,thriller/suspense,42000000,41543207
621,2000-03-31,high fidelity,comedy,20000000,27277055
628,1973-08-22,high plains drifter,western,5500000,15700000
637,2008-10-24,high school musical 3: senior year,musical,11000000,90559416
647,2005-06-10,high tension,horror,2850000,3681066
651,2011-08-23,higher ground,drama,1800000,841056
653,1986-03-07,highlander,action,16000000,5900000
657,1995-01-27,highlander iii: the sorcerer,action,26000000,13738574
655,2000-09-01,highlander: endgame,action,15000000,12801190
700,1981-06-12,history of the world: part i,comedy,11000000,31672000
705,2012-08-22,hit & run,comedy,22000000,13749300
715,2005-02-11,hitch,romantic comedy,55000000,177784257
724,2007-11-21,hitman,action,17500000,39687694
730,2015-02-13,hits,comedy,1000000,15156
740,2011-05-06,hobo with a shotgun,action,3000000,703372
742,1993-07-16,hocus pocus,comedy,28000000,39360491
743,2012-04-27,hodejegerne,thriller/suspense,5250000,1200010
744,1992-12-25,hoffa,drama,35000000,22867875
761,2003-04-18,holes,drama,20000000,67383924
772,2000-08-04,hollow man,horror,90000000,73209340
775,2007-11-09,holly,drama,3000000,163069
783,2002-05-03,hollywood ending,romantic comedy,16000000,4839383
784,2003-06-13,hollywood homicide,action,75000000,30207785
793,2005-04-29,holy girl,drama,1400000,304124
796,1998-10-09,holy man,comedy,60000000,12065985
798,2012-10-17,holy motors,drama,4000000,641054
804,2009-04-23,home,drama,500000,15433
807,2015-03-27,home,adventure,130000000,177397510
808,1990-11-16,home alone,comedy,15000000,277504018
809,1992-11-20,home alone 2: lost in new york,comedy,20000000,170004045
816,1995-11-03,home for the holidays,comedy,20000000,17424349
817,1998-11-25,home fries,black comedy,15000000,10443316
826,2004-04-02,home on the range,comedy,110000000,50026353
828,2013-04-19,home run,drama,1200000,2859955
834,2013-11-27,homefront,action,22000000,20158492
861,2003-12-05,honey,drama,18000000,30272254
887,2005-12-16,hoodwinked,comedy,17500000,51221667
888,2011-04-29,hoodwinked too: hood vs evil,adventure,30000000,10143779
889,1991-12-11,hook,adventure,70000000,109921554
892,1994-10-14,hoop dreams,documentary,700000,7746701
895,2006-05-05,hoot,comedy,15000000,8117637
897,2011-04-01,hop,comedy,63000000,108085305
900,1998-05-29,hope floats,drama,30000000,60033780
901,2012-08-08,hope springs,romantic comedy,30000000,63536011
910,2011-07-08,horrible bosses,comedy,35000000,117538559
911,2014-11-26,horrible bosses 2,comedy,40000000,54445357
929,2008-03-14,horton hears a who,adventure,85000000,154529439
934,2005-03-11,hostage,action,75000000,34636443
936,2006-01-06,hostel,horror,4800000,47326473
937,2007-06-08,hostel: part ii,horror,7500000,17544812
944,2007-04-20,hot fuzz,comedy,16000000,23618786
947,2015-05-08,hot pursuit,comedy,35000000,34580201
948,2007-08-03,hot rod,comedy,25000000,13938332
955,2010-03-26,hot tub time machine,comedy,36000000,50269859
956,2015-02-20,hot tub time machine 2,comedy,14000000,12314651
965,2009-01-16,hotel for dogs,comedy,75000000,73034460
967,2004-12-22,hotel rwanda,drama,17500000,23519128
968,2012-09-28,hotel transylvania,comedy,85000000,148313048
969,2015-09-25,hotel transylvania 2,comedy,80000000,169700110
987,2012-09-21,house at the end of the street,horror,6900000,31611916
993,2003-04-11,house of 1000 corpses,horror,7000000,12583510
995,2005-04-15,house of d,drama,2000000,388532
999,2004-12-03,house of flying daggers,action,12000000,11050094
1007,2003-12-19,house of sand and fog,drama,16500000,13005485
1014,2005-05-06,house of wax,horror,35000000,32064800
1018,1999-10-29,house on haunted hill,horror,19000000,40846082
1021,1991-10-23,house party 2,comedy,5000000,19438638
1032,2010-04-30,housefull,romantic comedy,10100000,1183658
1043,2010-12-17,how do you know?,romantic comedy,120000000,30212620
1045,2001-12-21,how high,comedy,12000000,31155435
1051,2008-01-25,how she move,drama,17000000,7070641
1053,1998-08-14,how stella got her groove back,drama,20000000,37672350
1057,2000-11-17,how the grinch stole christmas,comedy,123000000,260044825
1062,2016-02-12,how to be single,romantic comedy,37000000,45214181
1067,2003-07-18,how to deal,drama,16000000,14108518
1077,2003-02-07,how to lose a guy in 10 days,romantic comedy,50000000,105807520
1078,2008-10-03,how to lose friends & alienate people,comedy,28000000,2775593
1094,2010-03-26,how to train your dragon,adventure,165000000,217581231
1095,2014-06-13,how to train your dragon 2,adventure,145000000,177002924
1098,1986-08-01,howard the duck,action,30000000,16295774
1100,1992-03-13,howards end,drama,8000000,25919211
1107,2015-03-13,hross i oss,comedy,10000000,11894
1121,1991-05-24,hudson hawk,action,65000000,16355667
1124,2011-11-23,hugo,adventure,180000000,73864507
1131,2003-06-20,hulk,action,137000000,132177234
1136,2000-05-26,hum to mohabbt karega,drama,2000000,121807
1208,1998-02-13,hurricane streets,drama,500000,334041
1220,2005-07-22,hustle & flow,drama,2800000,22201798
1230,2002-05-10,hybrid,documentary,200000,162605
16,2007-12-14,i am legend,horror,150000000,256393010
17,2010-06-18,i am love,drama,10000000,5005465
20,2011-02-18,i am number four,adventure,50000000,55100437
22,2001-12-28,i am sam,drama,22000000,40270895
33,2009-09-11,i can do bad all by myself,comedy,19000000,51733921
45,2011-09-16,i dont know how she does it,comedy,24000000,9659074
48,2000-05-05,i dreamed of africa,drama,34000000,6543194
50,2014-01-24,i frankenstein,action,65000000,19075290
52,1998-05-27,i got the hook-up!,comedy,3500000,10305534
57,2004-10-01,i heart huckabees,comedy,22000000,12784713
59,2009-09-25,i hope they serve beer in hell,comedy,7000000,1429299
63,1997-10-17,i know what you did last summer,horror,17000000,72219395
79,2009-07-10,i love you beth cooper,comedy,18000000,14800725
82,2009-03-20,i love you man,comedy,40000000,71440011
84,2010-12-03,i love you phillip morris,comedy,13000000,2037459
86,2005-11-04,i love your work,comedy,1600000,3264
99,1998-08-28,i married a strange person,comedy,250000,203134
103,2007-07-20,i now pronounce you chuck and larry,comedy,85000000,119725280
105,2014-07-18,i origins,drama,1000000,336472
110,2004-07-16,i robot,action,105000000,144795350
117,2010-10-08,i spit on your grave,horror,1750000,93051
120,2002-11-01,i spy,action,70000000,33561137
121,1998-11-13,i still know what you did last summer,horror,24000000,39989088
125,2007-03-16,i think i love my wife,romantic comedy,14000000,12550605
132,2007-09-05,i want someone to eat cheese with,comedy,1500000,194568
134,2010-10-15,i want your money,documentary,400000,433588
142,2002-03-15,ice age,adventure,65000000,176387405
145,2012-07-13,ice age: continental drift,adventure,95000000,161321843
146,2009-07-01,ice age: dawn of the dinosaurs,adventure,90000000,196573705
147,2006-03-31,ice age: the meltdown,adventure,75000000,195330621
155,2005-03-18,ice princess,comedy,25000000,24381334
175,2014-05-02,ida,drama,2600000,3827060
179,2003-04-25,identity,thriller/suspense,28000000,52131264
180,2013-02-08,identity thief,comedy,35000000,134506920
183,2006-09-01,idiocracy,comedy,2400000,444093
185,1999-04-30,idle hands,horror,15000000,4023741
186,2006-08-25,idlewild,musical,15000000,12571185
194,2014-08-22,if i stay,drama,11000000,50474843
203,2002-09-13,igby goes down,comedy,9000000,4777465
204,2008-09-19,igor,comedy,22000000,19528602
1860,1967-12-29,il buono il brutto il cattivo,western,1200000,6100000
1200,2014-08-29,il conformista,drama,750000,59656
225,1999-08-06,illuminata,drama,10000000,836641
93,2007-11-21,im not there,drama,20000000,4017609
250,2004-12-17,imaginary heroes,drama,10000000,228524
253,2006-01-27,imagine me & you,romantic comedy,7900000,672243
254,2009-06-12,imagine that,comedy,55000000,16123323
265,2011-11-11,immortals,action,75000000,83504017
280,2002-01-04,impostor,thriller/suspense,40000000,6114237
295,1997-09-19,in & out,comedy,35000000,63826569
298,2008-02-08,in bruges,comedy,15000000,7800825
299,1967-01-01,in cold blood,drama,3500000,13000000
304,1999-01-15,in dreams,horror,30000000,11927682
310,2004-12-29,in good company,comedy,26000000,45489752
312,2006-04-21,in her line of fire,action,1000000,884
349,2001-11-23,in the bedroom,drama,1700000,35930604
353,1997-08-01,in the company of men,drama,25000,2856622
354,2003-10-22,in the cut,thriller/suspense,12000000,4717455
361,2015-12-11,in the heart of the sea,adventure,100000000,25020758
362,1967-08-02,in the heat of the night,drama,2000000,24379978
365,2007-04-20,in the land of women,comedy,10500000,11052958
379,2008-01-11,in the name of the king: a dungeon siege tale,action,60000000,4775656
384,2007-09-07,in the shadow of the moon,documentary,2000000,1134358
387,2007-09-14,in the valley of elah,drama,23000000,6777741
389,2011-10-28,in time,thriller/suspense,35000000,37553932
390,1999-08-25,in too deep,drama,7000000,14003141
401,2010-09-17,incendies,drama,6800000,6857096
403,2010-07-16,inception,thriller/suspense,160000000,292576195
405,1982-09-17,inchon,drama,46000000,4408636
406,2004-09-17,incident at loch ness,documentary,1400000,36830
427,1996-07-02,independence day,adventure,75000000,306124059
442,2008-05-22,indiana jones and the kingdom of the crystal skull,adventure,185000000,317023851
443,1989-05-24,indiana jones and the last crusade,adventure,48000000,195705225
444,1984-05-23,indiana jones and the temple of doom,adventure,28000000,175083524
447,2006-12-15,indigènes,drama,18900000,320700
457,2013-02-22,inescapable,thriller/suspense,4000000,4327
459,2006-10-13,infamous,drama,13000000,1151330
475,2009-08-20,inglourious basterds,action,70000000,120774594
478,2014-12-12,inherent vice,drama,20000000,8110975
485,2009-01-23,inkheart,adventure,60000000,17303424
512,2005-02-11,inside deep throat,documentary,2000000,653621
514,2010-10-08,inside job,documentary,2000000,4311834
515,2013-12-06,inside llewyn davis,drama,11000000,13248209
516,2006-03-24,inside man,thriller/suspense,50000000,88513495
524,2015-06-19,inside out,adventure,175000000,356461711
529,2011-04-01,insidious,horror,1500000,54009150
530,2013-09-13,insidious chapter 2,horror,5000000,83586447
531,2015-06-05,insidious chapter 3,horror,10000000,52218558
535,2002-05-24,insomnia,thriller/suspense,46000000,67263182
539,1999-07-23,inspector gadget,comedy,75000000,97360069
542,1999-06-04,instinct,drama,55000000,34105207
545,2015-03-20,insurgent,action,110000000,130179072
564,2014-11-05,interstellar,adventure,165000000,188017894
569,2002-11-15,interview with the assassin,thriller/suspense,750000,47329
570,1994-11-11,interview with the vampire: the vampire chronicles,horror,50000000,105163524
578,2005-09-30,into the blue,adventure,50000000,18472363
587,2014-08-08,into the storm,thriller/suspense,50000000,47602194
590,2007-09-21,into the wild,drama,20000000,18354356
591,2014-12-25,into the woods,musical,50000000,128002372
593,2003-10-10,intolerable cruelty,romantic comedy,60000000,35327628
603,1986-06-06,invaders from mars,horror,12000000,4884663
606,1985-09-27,invasion usa,action,10000000,17536256
617,2009-12-11,invictus,drama,60000000,37491364
619,2006-08-25,invincible,drama,40000000,57806952
643,2007-09-14,ira and abby,comedy,3500000,221096
650,2001-12-14,iris,drama,5500000,5580479
664,2008-05-02,iron man,action,186000000,318604126
665,2010-05-07,iron man 2,adventure,170000000,312128345
666,2013-05-03,iron man 3,action,200000000,408992272
683,2003-03-07,irreversible,drama,5400000,792200
690,1987-05-15,ishtar,comedy,40000000,14375181
706,2000-01-28,isnt she great,comedy,36000000,2954405
720,2015-03-13,it follows,horror,2000000,14674077
722,1934-01-01,it happened one night,romantic comedy,325000,2500000
739,1963-11-07,its a mad mad mad mad world,comedy,9400000,46300000
742,1946-01-01,its a wonderful life,drama,3180000,6600000
746,2005-04-15,its all gone pete tong,drama,2000000,120620
747,2009-12-25,its complicated,romantic comedy,85000000,112735375
750,2010-10-08,its kind of a funny story,comedy,8000000,6363628
2,2011-11-09,j edgar,drama,35000000,37306030
11,2012-11-13,jab tak hai jaan,drama,9200000,3047539
14,1996-08-09,jack,drama,45000000,58617334
19,2011-11-11,jack and jill,comedy,79000000,74158157
25,1998-12-11,jack frost,comedy,50000000,34545030
30,2012-12-21,jack reacher,drama,60000000,80070736
32,2014-01-17,jack ryan: shadow recruit,action,60000000,50577412
35,2013-03-01,jack the giant slayer,adventure,195000000,65187603
41,2010-10-15,jackass 3d,comedy,20000000,117229692
43,2013-10-25,jackass presents: bad grandpa,comedy,15000000,102003019
42,2006-09-22,jackass: number two,comedy,11000000,72778712
45,2002-10-25,jackass: the movie,comedy,5000000,64282312
51,1997-12-25,jackie brown,drama,12000000,39647595
58,2001-07-27,jackpot,drama,400000,44452
62,1995-10-13,jade,thriller/suspense,50000000,9812870
69,2013-05-17,jagten,drama,3450000,687185
82,1999-09-24,jakob the liar,drama,15000000,4956401
99,1998-07-24,jane austens mafia,comedy,10000000,19843795
106,2016-01-29,jane got a gun,western,25000000,1513793
112,2009-10-16,janky promoters,comedy,10000000,9069
118,2005-11-04,jarhead,drama,72000000,62647540
124,1993-08-13,jason goes to hell: the final friday,horror,3000000,15935068
126,2002-04-26,jason x,horror,14000000,12610731
131,1999-02-19,jawbreaker,black comedy,3000000,3076820
133,1975-06-20,jaws,horror,12000000,260000000
134,1978-06-16,jaws 2,horror,20000000,102922376
136,1987-07-17,jaws 4: the revenge,horror,23000000,15728335
141,2001-08-24,jay and silent bob strike back,comedy,22000000,30059386
170,2001-08-31,jeepers creepers,horror,10000000,37904175
171,2003-08-29,jeepers creepers ii,horror,25000000,35623801
181,2012-03-16,jeff who lives at home,comedy,10000000,4269426
182,1995-03-31,jefferson in paris,drama,14000000,2442542
186,1982-08-27,jekyll and hyde together again,comedy,5000000,3707583
191,2009-09-18,jennifers body,thriller/suspense,16000000,16204793
206,1996-12-13,jerry maguire,romantic comedy,50000000,153620822
